feature,importance
fp_227,-0.00028918515395055523
fp_105,-0.00029003279881356647
fp_805,-0.00029043949254343727
fp_915,-0.00029198069785814075
fp_599,-0.00029221808904436044
fp_633,-0.0003003020460460859
fp_11,-0.0003017675907793893
fp_202,-0.0003025663187704697
fp_209,-0.00030399958108204837
fp_506,-0.00030401648946226656
fp_81,-0.00031197620669255467
fp_333,-0.00031222457048001305
fp_488,-0.0003208013758820627
fp_616,-0.00032212699791864805
fp_226,-0.00032229948178896795
fp_344,-0.00032336806964854413
fp_608,-0.0003250451247560959
fp_935,-0.00032941272869513316
fp_526,-0.0003340692152788094
fp_495,-0.0003356060655347548
fp_339,-0.00033623388563311927
fp_584,-0.00034009300685051703
fp_514,-0.0003418096185447639
fp_695,-0.0003426445519527088
fp_369,-0.0003479916619266277
fp_560,-0.00034867116138114217
fp_53,-0.00035430400326726954
fp_409,-0.00035630566217115245
fp_923,-0.0003626500084183082
fp_710,-0.0003667980013695504
fp_446,-0.00036748914001436537
fp_246,-0.00037153487030211485
fp_652,-0.00037467806504196675
fp_673,-0.0003751916349948203
fp_489,-0.000379805986652193
fp_434,-0.0003820778947132175
fp_590,-0.00038232159483632123
fp_187,-0.0003838269644583114
fp_1010,-0.00038846555163710714
fp_232,-0.0003884913715416549
fp_883,-0.0003899065472982244
fp_158,-0.00039319005845818157
fp_603,-0.0003990354297770171
fp_796,-0.0004002712555273069
fp_504,-0.0004019969390948841
fp_713,-0.0004051870240410982
fp_220,-0.0004061842934677706
fp_573,-0.0004120082686365878
fp_670,-0.0004150368198203025
fp_837,-0.00041933327704700706
fp_908,-0.000422079693255184
fp_475,-0.00042271242753053604
fp_185,-0.0004235249711099454
fp_980,-0.00043394145697147615
fp_621,-0.0004342419200871417
fp_439,-0.0004343861761115231
fp_894,-0.00043961149571939415
fp_197,-0.00044054179185192276
fp_498,-0.0004423320322589186
fp_50,-0.00044303889785580753
fp_149,-0.00044381664929665776
fp_212,-0.00044517737038601846
fp_681,-0.00044534552625952184
fp_465,-0.0004461848675201052
fp_451,-0.0004554728941520869
fp_400,-0.0004657304382137184
fp_797,-0.0004705667289233495
fp_624,-0.00047638080013375774
fp_817,-0.0004766154315584914
fp_770,-0.0004794005237652721
fp_689,-0.0004933001086308453
fp_840,-0.0004945164147383329
fp_54,-0.0004983722414930725
fp_216,-0.0005020157814417447
fp_7,-0.0005055719574749262
fp_326,-0.0005102645352129565
fp_102,-0.0005106059742018054
fp_168,-0.0005110238260176203
fp_444,-0.000521934217364306
fp_42,-0.0005228134354827052
fp_420,-0.0005271483747508188
fp_502,-0.0005286025035662556
fp_63,-0.0005435377268721786
fp_402,-0.0005474830918221207
fp_374,-0.000548478300516142
fp_729,-0.000550568970844989
fp_373,-0.0005567055557527678
fp_15,-0.0005569348260792029
fp_147,-0.0005587865654044788
fp_490,-0.0005664916609777193
fp_274,-0.0005678237802667629
fp_989,-0.0005746257544784639
fp_394,-0.0005809373512861926
fp_786,-0.0005841019148217441
fp_362,-0.0005920824522920199
fp_696,-0.0005931197906240415
fp_948,-0.0006001334617323107
fp_472,-0.000601828027151341
fp_493,-0.0006021197832829283
fp_37,-0.0006062407196239406
fp_685,-0.0006063284602684793
fp_356,-0.0006085829676564126
fp_950,-0.0006150634577300363
fp_677,-0.0006354535513940829
fp_315,-0.0006408869506280279
