SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Source
O=C([*])C(C)O[*],[*]OCC[*],[*]CC(C1=CC=CC=C1)[*],6.396722278503773,10.1002_app.39183_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCC[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,5.619093330626742,10.1002_pen.24350_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCC[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,3.6989700043360174,10.1007_s10965-018-1600-9_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCC[*],[*]OCC[*],5.766784515497859,10.4028_www.scientific.net_amr.335-336.165_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]O[C@H](C)CC([*])=O,,6.474755154291798,10.5552_drind.2018.1737_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]O[C@H](C)CC([*])=O,OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,5.643452676486188,10.3390_ijms21249678_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]O[C@H](C)CC([*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,6.453318340047038,10.1016_j.carbpol.2015.12.059_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]O[C@H](C)CC([*])=O,[*]OCC[*],4.764176132390331,10.1007_s10924-014-0654-y_part_2.txt_¶Î1_Material4
O=C([*])C(C)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.227115082589125,10.1016_j.msec.2017.11.008_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,6.039255443806487,10.1007_s10570-019-02775-5_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]OCC[*],6.079181246047625,10.1016_j.ijbiomac.2021.08.087_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.387211800313731,10.3144_expresspolymlett.2020.76_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CCC(CCCC(CCCC(C[*])C)C)C,5.575072325713813,10.1007_s41783-017-0023-0_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,6.539076098792776,10.1080_00222348.2018.1558590_part_2.txt_¶Î1_Material2
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C(CCCCCO[*])=O,,6.008600171761918,10.1007_s10853-019-03728-w_part_2.txt_¶Î1_Material2
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C(F)(C(F)([*])F)F,,6.113943352306837,10.1177_0954008317723444_part_2.txt_¶Î1_Material2
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,6.222456336679247,10.1016_j.memsci.2018.02.039_part_3.txt_¶Î1_Material1
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]CC(C#N)[*],,5.276461804173244,10.1021_am5047125_part_3.txt_¶Î1_Material1
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]CCN[*],,6.301029995663981,10.3139_217.3655_part_2.txt_¶Î1_Material1
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,,5.275103949569196,10.1007_s11581-019-03415-5_part_2.txt_¶Î1_Material1
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,6.884795363948981,10.1177_0967391120969503_part_1.txt_¶Î1_Material3
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,,6.849419413796899,10.1002_app.32540_part_2.txt_¶Î1_Material2
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,O=C([*])CCCCCN[*],,6.7979596437371965,10.1002_pc.25972_part_3.txt_¶Î1_Material1
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,[*]C(C=C1)=CC=C1S[*],,7.505149978319906,10.1016_j.compscitech.2018.10.001_part_4.txt_¶Î1_Material2
O=C([*])CCCCC(NCCCCN[*])=O,,,6.517723594833735,10.1080_14658011.2021.1955200_part_2.txt_¶Î1_Material1
O=C([*])CCCCC(NCCCCN[*])=O,[*]C(F)(C(F)([*])F)F,,6.6349808000512285,10.4028_www.scientific.net_kem.728.264_part_1.txt_¶Î1_Material3
O=C([*])CCCCCN[*],,,6.6452748593294935,10.4028_www.scientific.net_amr.299-300.460_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],C/C(C[*])=C/C[*],,6.270678836144707,10.1007_s10965-011-9749-5_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.024895960107485,10.1016_j.polymertesting.2018.07.010_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]C(C)C[*],7.385606273598312,10.1016_j.jclepro.2016.01.030_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.284453294010853,10.3390_polym12102323_part_3.txt_¶Î1_Material2
O=C([*])CCCCCN[*],O=C([*])CCCCC(NCCCCN[*])=O,,6.501059262217751,10.1007_s12221-019-9098-2_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C([*])CCCCC(NCCCCN[*])=O,[*]OCC[*],6.501059262217751,10.1007_s12221-019-9098-2_part_1.txt_¶Î1_Material4
O=C([*])CCCCCN[*],O=C([*])CCCCCN[*],,6.7160033436348,10.1002_pen.21890_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.3979400086720375,10.1016_j.polymdegradstab.2014.12.021_part_1.txt_¶Î1_Material3
O=C([*])CCCCCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C(C)C[*],6.2716557723522754,10.1016_j.polymertesting.2020.106930_part_3.txt_¶Î1_Material2
O=C([*])CCCCCN[*],O=C1C([*])C(CC[*])C(O1)=O,,6.269512944217916,10.1080_03602559.2016.1276593_part_8.txt_¶Î1_Material5
O=C([*])CCCCCN[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.32221929473392,10.1016_j.compositesb.2018.08.106_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,5.337459261290656,10.1186_s12951-020-00602-9_part_2.txt_¶Î1_Material3
O=C([*])CCCCCN[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.755874855672492,10.1002_pc.23587_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,6.596047007545439,10.1007_s10924-014-0676-5_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C(C)C[*],,6.372912002970106,10.1002_pc.24157_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C(C)C[*],[*]C(C)C[*],4.484299839346786,10.1007_s12221-018-1009-4_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C(C)C[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,6.227886704613674,10.1080_03602559.2016.1233280_part_13.txt_¶Î1_Material2
O=C([*])CCCCCN[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,C/C(C[*])=C/C[*],6.477121254719663,10.1088_1757-899x_811_1_012019_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C(CCCCCO[*])=O,,6.079181246047625,10.1088_1748-605x_aa6306_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C(F)(C(F)([*])F)F,,6.3979400086720375,10.1177_1350650113495530_part_1.txt_¶Î1_Material3
O=C([*])CCCCCN[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,4.742725131304698,10.1007_s10965-011-9764-6_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C([H])([H])C(O)([H])[*],,6.278753600952829,10.1016_j.compositesb.2014.12.009_part_3.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC(C#N)[*],,6.380211241711606,10.1016_j.compositesb.2015.03.038_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC(C1=CC=CC=C1)[*],,5.4446692309385245,10.3390_ma11050776_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC(CC(C#N)[*])C1=CC=CC=C1,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,6.43695733066945,10.1002_app.41969_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,6.063145637106638,10.1016_j.matdes.2011.08.028_part_2.txt_¶Î1_Material2
O=C([*])CCCCCN[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,6.442479769064448,10.1080_00222348.2018.1543793_part_3.txt_¶Î1_Material2
O=C([*])CCCCCN[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CCCC(CCCCCC)[*],6.645324001562293,10.1080_00405000.2020.1808385_part_1.txt_¶Î1_Material4
O=C([*])CCCCCN[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,5.373500477967874,10.1002_app.41381_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC([*])CC,,6.477121254719663,10.3390_polym10080872_part_1.txt_¶Î1_Material2
O=C([*])CCCCCN[*],[*]CC=CCCC(C#N)[*],,5.283301228703549,10.5254_rct.13.87976_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC=CCCC(C#N)[*],[*]CC=CCCC(C#N)[*],6.176091259055681,10.1016_j.compositesb.2015.12.042_part_5.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CCC(CCCCCC)C[*],,6.57978359661681,10.1016_j.compscitech.2010.07.023_part_2.txt_¶Î1_Material3
O=C([*])CCCCCN[*],[*]CCC(CCCCCC)C[*],[*]CC(C1=CC=CC=C1)[*],5.845098040014257,10.1016_j.coco.2020.100413_part_2.txt_¶Î1_Material2
O=C([*])CCCCCN[*],[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,5.62797998982998,10.1002_app.33975_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CCCC(CCCCCC)[*],[*]OCC[*],6.146128035678238,10.1179_1743289815y.0000000009_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CCCC([*])C(OC)=O,[*]CC=CCCC(C#N)[*],6.528736777724652,10.1002_app.32458_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CCCC([*])OC(C)=O,,6.32221929473392,10.4028_www.scientific.net_amm.735.61_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CCN[*],,6.184691430817598,10.1016_j.eurpolymj.2014.12.019_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CCN[*],[*]CCC(CCCCCC)C[*],6.6020599913279625,10.1007_s10853-018-2416-z_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,5.900312496983727,10.1002_pen.23866_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC[*],[*]CCCC(C(O)=O)[*],6.108226656374929,10.3144_expresspolymlett.2013.84_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC[*],[*]CCCC([*])OC(C)=O,6.385606273598312,10.4028_www.scientific.net_kem.594-595.745_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC[*],[*]OCC[*],6.585460729508501,10.1002_app.34648_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]OCC[*],,6.271841606536499,10.1007_s10924-020-01836-2_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]O[C@H](C)CC([*])=O,,6.401572845676446,10.1002_masy.201800170_part_1.txt_¶Î1_Material2
O=C([*])CCCCCO[*],,,3.724275869600789,10.1007_s13233-011-0815-y_part_1.txt_¶Î1_Material1
O=C([*])CCCCCO[*],[*]CC(O[*])CN=[N+]=[N-],,6.176091259055681,10.1177_0885328213502100_part_2.txt_¶Î1_Material1
O=C([*])CCCCCO[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,6.176091259055681,10.1177_0885328213502100_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,6.301029995663981,10.1002_app.33667_part_2.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,5.04688519083771,10.1515_adms-2016-0019_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],COC(C(C[*])([*])C)=O,,6.068185861746161,10.1002_pen.21879_part_2.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],COC(C(C[*])([*])C)=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,6.181843587944773,10.1002_pc.26226_part_2.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C[Si](C)(C[*])O[*],,6.32221929473392,10.1299_transjsme.2014smm0149_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.855525212731306,10.1002_pi.6213_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C(O)C([*])C[*],,6.342422680822207,10.1002_app.46529_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])C(C)O[*],,6.447158031342219,10.1016_j.compositesb.2017.07.030_part_1.txt_¶Î1_Material2
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])CCCCCN[*],,6.491361693834273,10.1002_app.33449_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C1CCCN1C([*])C[*],,6.32221929473392,10.1088_0957-4484_24_27_275603_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7,10.1155_2012_381342_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C(F)(C(F)([*])F)F,,6.357934847000454,10.1016_j.polymdegradstab.2011.09.019_part_2.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,6.309757882316366,10.1002_app.37766_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C([H])([H])C(O)([H])[*],,5.751510050270041,10.1166_jnn.2011.3215_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C/C=C(C[*])\Cl,,6.290034611362518,10.1179_1743289811x12988633927952_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(C1=CC=CC=C1)[*],,6.301029995663981,10.1177_8756087917691088_part_3.txt_¶Î1_Material2
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC(C#N)[*])C1=CC=CC=C1,,6.073351702386901,10.1002_app.49762_part_2.txt_¶Î1_Material3
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,6.057099097526547,10.1002_pc.22342_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CC(C1=CC=CC=C1)[*],6.186278103445368,10.1007_s11665-015-1743-3_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,6.301029995663981,10.1080_03602559.2018.1466167_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.477555332198981,10.1080_03602559.2013.779707_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC=CCCC(C#N)[*],,5.99563519459755,10.1080_00222348.2019.1593600_part_2.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CCCC([*])C(OC)=O,,6.204119982655925,10.1002_vnl.21763_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CCCCO[*],,6.089905111439398,10.1007_s10692-018-9912-4_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]OCC[*],,5.043755126968679,10.1155_2016_7089530_part_1.txt_¶Î1_Material2
O=C1C([*])C(CC[*])C(O1)=O,,,6.394451680826216,10.1002_app.46308_part_1.txt_¶Î1_Material1
O=C1CCCN1C([*])C[*],C[Si](O[*])(C)[*],,3.397940008672037,10.1016_j.porgcoat.2020.105975_part_1.txt_¶Î1_Material1
O=C1CCCN1C([*])C[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.491361693834273,10.1007_s12221-018-8308-7_part_1.txt_¶Î1_Material1
O=C1CCCN1C([*])C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.078094150406411,10.1016_j.jmrt.2021.02.083_part_2.txt_¶Î1_Material1
O=C1CCCN1C([*])C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,5.12057393120585,10.1007_s10692-019-09977-4_part_1.txt_¶Î1_Material2
O=C1CCCN1C([*])C[*],[*]C(CCCCCO[*])=O,,5.548757828573704,10.1016_j.molliq.2021.117409_part_2.txt_¶Î1_Material3
O=C1CCCN1C([*])C[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],,5.752048447819439,10.1039_c8tc02360c_part_2.txt_¶Î1_Material2
O=C1CCCN1C([*])C[*],[*]OCC[*],,5.698970004336019,10.1002_polb.23065_part_3.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,,,5.008600171761918,10.1016_j.carbpol.2019.115739_part_3.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6,10.3390_membranes10050084_part_2.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,O=C1CCCN1C([*])C[*],,4.534026106056135,10.1007_s00289-019-02735-w_part_2.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]CCCCOCCCCOCCCCOCCCCO[*],,6.164352855784437,10.1177_0954008315613423_part_2.txt_¶Î1_Material2
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]CCN[*],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,6.552668216112194,10.1002_adma.201705973_part_1.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]OCC[*],,6.423245873936808,10.1007_s00289-019-03031-3_part_3.txt_¶Î1_Material1
OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,6.079181246047625,10.1016_j.tetlet.2016.01.069_part_1.txt_¶Î1_Material1
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,,,6.9084850188786495,10.1016_j.jcis.2017.10.108_part_4.txt_¶Î1_Material3
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,6.913283901760418,10.1016_j.jcis.2017.10.108_part_1.txt_¶Î1_Material1
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.079181246047625,10.1007_s10570-012-9673-9_part_2.txt_¶Î1_Material1
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.657055852857104,10.1007_s10570-014-0433-x_part_2.txt_¶Î1_Material1
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,,,4.615097451301758,10.1016_j.porgcoat.2019.105383_part_2.txt_¶Î1_Material1
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.962369335670021,10.1007_s10570-016-0923-0_part_3.txt_¶Î1_Material1
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,OCC1OC(C(C(C1O[*])O)O)[*],,6.57978359661681,10.1007_s10570-021-04009-z_part_3.txt_¶Î1_Material1
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.959041392321094,10.1007_s10570-021-03838-2_part_2.txt_¶Î1_Material1
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]C([H])([H])C(O)([H])[*],,6.079181246047625,10.1016_j.carbpol.2017.03.017_part_1.txt_¶Î1_Material1
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.857332496431268,10.1007_s10570-017-1387-6_part_1.txt_¶Î1_Material3
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]CC(C#N)[*],,7.012837224705172,10.1007_s10965-018-1659-3_part_2.txt_¶Î1_Material2
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]OCC[*],,5.950364854376123,10.1016_j.indcrop.2019.111644_part_2.txt_¶Î1_Material1
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,,7.727541257028556,10.1002_pc.26101_part_1.txt_¶Î1_Material1
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7.176091259055681,10.1007_s10570-013-0007-3_part_5.txt_¶Î1_Material3
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.939758797292041,10.1002_pen.23772_part_2.txt_¶Î1_Material2
