SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Swelling Ratio (times),Source,Young's Modulus (kPa)
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,7.174234304941022,,10.1002_pc.23480_part_1.txt_段1_Material1,14936000.000000004
[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,[*]OCCCCOC(CCC([*])=O)=O,,4.041392685158225,,10.1016_j.matlet.2018.03.051_part_1.txt_段1_Material1,11000.000000000007
[*]CC([*])Cl,[*]C(CCCCCO[*])=O,,6.079181246047625,,10.1021_acs.macromol.8b02146_part_2.txt_段1_Material1,1200000.0000000007
[*]CC([*])Cl,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.89209460269048,,10.1007_s12221-020-9665-6_part_1.txt_段1_Material1,7799.999999999991
[*]CC=CCCC(C#N)[*],[*]NCCCCCCCCCCCC([*])=O,,3.770852011642144,,10.1016_j.radphyschem.2018.02.024_part_6.txt_段1_Material1,5899.9999999999945
[*]CC=CCCC(C#N)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.6020599913279625,,10.1016_j.wear.2009.08.037_part_1.txt_段1_Material1,4000.000000000001
[*]CC=CCCC(C1=CC=CC=C1)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,4.035829825252828,,10.1002_app.43699_part_2.txt_段1_Material1,10860.000000000007
[*]CCC(CCCC(CCCC(C[*])C)C)C,C[Si](C)(C[*])O[*],,6.024046225131059,,10.1039_c9sm01952a_part_4.txt_段1_Material2,1056930.0000000005
[*]CCC(CCCC(CCCC(C[*])C)C)C,C[Si](O[*])(C)[*],,5.247973266361806,,10.1088_1757-899x_757_1_012037_part_2.txt_段1_Material1,176999.9999999999
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,4.833147111912785,,10.3390_jcs4040174_part_3.txt_段1_Material1,68100.0
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]CCC1C([*])C2CCC1C2,,7.708420900134713,,10.3390_molecules25225347_part_3.txt_段1_Material2,51100000.00000001
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]O[C@H](C)CC([*])=O,,4.698970004336019,,10.1177_0307174x1704400502_part_1.txt_段1_Material1,49999.99999999999
[*]CCC(CCCC(CCCC(C[*])C)C)C,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.32221929473392,,10.1016_j.mechmat.2019.103154_part_2.txt_段1_Material1,2100000.0000000056
[*]CCC(CCCCCC)C[*],O=C(O)C([*])C[*],,6.2812606870550125,,10.1016_j.eurpolymj.2009.09.007_part_2.txt_段1_Material1,1910999.9999999984
[*]CCC(CCCCCC)C[*],[*]C(C)C[*],,5.0,,10.1021_acsapm.9b00289_part_3.txt_段1_Material1,100000.0
[*]CCC(CCCCCC)C[*],[*]NCCCCCCCCCCCC([*])=O,,4.26150077319828,,10.1002_app.41511_part_2.txt_段1_Material1,18260.00000000001
[*]CCC1C([*])C2CCC1C2,[*]CCC(CCCCCC)C[*],,7.077222510411053,,10.1002_vnl.21419_part_2.txt_段1_Material2,11945999.999999993
[*]CCCC(CCCCCC)[*],C[Si](O[*])(C)[*],,3.770852011642144,,10.1080_03602559.2016.1227841_part_9.txt_段1_Material1,5899.9999999999945
[*]CCCC([*])OC(C)=O,[*]C(CCCCCO[*])=O,,5.311753861055754,,10.1007_s10973-013-3004-8_part_1.txt_段1_Material1,204999.99999999997
[*]CCCCOCCCCOCCCCOCCCCO[*],[*]C(CCCCCO[*])=O,,6.0,,10.1016_j.polymer.2015.08.047_part_1.txt_段1_Material1,1000000.0
[*]CCCCOCCCCOCCCCOCCCCO[*],[*]CC(C(OCC)=O)[*],,3.824125833916549,,10.1016_j.polymer.2020.122228_part_2.txt_段1_Material1,6670.000000000003
[*]CCN[*],O=C([*])CCCCCN[*],,5.880813592280791,,10.1007_s12221-014-1484-1_part_1.txt_段1_Material4,760000.0
[*]CCN[*],[*]CCC(CCCCCC)C[*],,5.927370363039024,,10.1089_ees.2009.0435_part_3.txt_段1_Material1,846000.0000000017
[*]CCN[*],[*]NCCCCCCCCCCCC([*])=O,,5.847572659142112,,10.1007_s10118-017-1954-1_part_2.txt_段1_Material2,703999.9999999997
[*]CC[*],O=C([*])CCCCCN[*],,4.986771734266245,,10.1002_pc.23415_part_1.txt_段1_Material1,97000.00000000007
[*]CC[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,5.093421685162235,,10.1088_1757-899x_965_1_012020_part_1.txt_段1_Material2,123999.9999999999
[*]CC[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,,6.017033339298781,,10.1080_03602559.2010.482087_part_1.txt_段1_Material1,1040000.0000000008
[*]CC[*],[*]CCC(CCCCCC)C[*],,5.176091259055681,,10.1016_j.polymertesting.2021.107094_part_2.txt_段1_Material1,150000.00000000003
[*]CC[*],[*]NCCCCCCCCCCCC([*])=O,,5.342422680822207,,10.1016_j.polymertesting.2016.12.020_part_3.txt_段1_Material2,220000.0000000002
[*]CC[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,7.429752280002408,,10.1016_j.ijimpeng.2014.07.004_part_1.txt_段1_Material1,26899999.999999978
[*]NC(C(O)=O)CCC([*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,5.903089986991944,,10.1039_d0gc01394c_part_7.txt_段1_Material3,800000.0000000003
[*]NC(C(O)=O)CCC([*])=O,[*]C(CCCCCO[*])=O,,5.773069340485962,,10.1007_s12221-019-1060-9_part_1.txt_段1_Material1,593019.9999999997
[*]NCCCCCCCCCCCC([*])=O,C/C(C[*])=C/C[*],,5.926856708949693,,10.1007_s10965-016-0985-6_part_2.txt_段1_Material1,845000.0000000006
[*]NCCCCCCCCCCCC([*])=O,C[Si](C)(C[*])O[*],,5.8750612633917,,10.1002_polb.24613_part_2.txt_段1_Material1,750000.0000000001
[*]NCCCCCCCCCCCC([*])=O,O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.237040791379191,,10.1002_pc.21100_part_2.txt_段1_Material1,1726000.0000000007
[*]NCCCCCCCCCCCC([*])=O,[*]C(C)C[*],,5.990782691803138,,10.1115_1.4032977_part_1.txt_段1_Material1,978999.9999999998
[*]NCCCCCCCCCCCC([*])=O,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.447158031342219,,10.1016_j.procir.2018.08.105_part_1.txt_段1_Material2,2800000.0000000014
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]C(CCCCC(OCCCCO[*])=O)=O,,6.301029995663981,,10.1007_s00396-015-3700-y_part_1.txt_段1_Material1,2000000.0
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]C(CCCCCO[*])=O,,4.352182518111363,,10.1088_2053-1591_ab0eaa_part_5.txt_段1_Material4,22500.00000000001
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.176091259055681,,10.1177_0885328215626047_part_2.txt_段1_Material1,1500000.0000000005
[*]OC1=C(C([*])=CC=C1C)C,O=C(O[*])CCCCCCCCCCN[*],,6.091315159697223,,10.7569_jrm.2018.634114_part_2.txt_段1_Material3,1234000.0000000012
[*]OCCCCOC(CCC([*])=O)=O,O=C([*])C(C)O[*],,5.791690649020118,,10.3389_fmats.2020.00007_part_1.txt_段1_Material1,618999.9999999995
[*]OCCCCOC(CCC([*])=O)=O,[*]C(C=C1)=CC=C1S[*],,5.155609283678915,,10.1039_c9sm01958h_part_2.txt_段1_Material1,143089.9999999999
[*]OCCCCOC(CCC([*])=O)=O,[*]C(CCCCCO[*])=O,,5.000867721531227,,10.1007_s00289-016-1833-x_part_2.txt_段1_Material1,100200.00000000006
[*]OCCCCOC(CCC([*])=O)=O,[*]OCCCCOC(CCC([*])=O)=O,,6.355068206348851,,10.1007_s12649-019-00591-3_part_2.txt_段1_Material1,2265000.000000002
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,C/C(C[*])=C/C[*],,5.698970004336019,,10.3390_buildings11010020_part_2.txt_段1_Material1,500000.0
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,COC(C(C[*])([*])C)=O,,6.937016107464814,,10.1002_app.49825_part_3.txt_段1_Material1,8649999.99999999
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.240798771117332,,10.22146_ajche.82419_OA_part_2.txt_段1_Material1,1741000.0000000016
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,6.012837224705172,,10.4028_www.scientific.net_amr.1134.61_part_1.txt_段1_Material1,1029999.9999999997
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C(CCCCCO[*])=O,,6.580468783951002,,10.1002_pc.22726_part_2.txt_段1_Material1,3806000.0
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C([H])([H])C(O)([H])[*],,5.778151250383644,,10.1155_2016_3042392_part_2.txt_段1_Material1,600000.0000000003
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C1=C(C(C[*])=CC=C1)O,,5.732393759822968,,10.1007_s12221-016-5888-y_part_2.txt_段1_Material1,539999.9999999995
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.277090960334402,,10.1177_0967391119852882_part_2.txt_段1_Material2,1892739.999999998
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,5.857332496431268,,10.1002_app.51305_part_2.txt_段1_Material1,719999.9999999994
[*]OCC[*],[*]CCCCOCCCCOCCCCOCCCCO[*],,4.685741738602264,,10.1038_pj.2013.39_part_1.txt_段1_Material1,48500.00000000004
[*]OCC[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.204119982655925,,10.1021_acs.biomac.8b01715_part_2.txt_段1_Material1,1600000.000000001
[*]O[C@H](C)CC([*])=O,[*]C(CCCCCO[*])=O,,5.585460729508501,,10.1016_j.clay.2012.01.001_part_2.txt_段1_Material1,385000.0000000003
[*]O[C@H](C)CC([*])=O,[*]OCCCCOC(CCC([*])=O)=O,,6.653212513775344,,10.1002_pi.6282_part_3.txt_段1_Material2,4500000.000000003
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],CCCCCCC1=C(SC([*])=C1)[*],,4.184691430817598,,10.1016_j.jiec.2017.03.036_part_18.txt_段1_Material2,15299.999999999987
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],COC(C(C[*])([*])C)=O,,4.933993163831242,,10.1007_s11998-021-00476-y_part_1.txt_段1_Material1,85899.99999999994
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],C[Si](C)(C[*])O[*],,5.3979400086720375,,10.5301_jabfm.5000192_part_1.txt_段1_Material1,249999.99999999997
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O,,6.0,,10.1080_10601325.2018.1561151_part_2.txt_段1_Material1,1000000.0
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],O=C(O)C([*])C[*],,4.469365398766434,,10.1002_polb.23639_part_1.txt_段1_Material1,29469.0
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],O=C([*])C(C)O[*],,6.041392685158225,,10.1007_s10856-017-5999-z_part_2.txt_段1_Material1,1100000.0000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,5.079181246047625,,10.1021_acs.biomac.9b01255_part_8.txt_段1_Material1,120000.00000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C(CCCCC(OCCCCO[*])=O)=O,,3.892651033877301,,10.1039_c9py00261h_part_1.txt_段1_Material1,7810.000000000009
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C(CCCCCO[*])=O,,5.079181246047625,,10.4236_ojpchem.2018.81002_OA_part_1.txt_段1_Material1,120000.00000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C([H])([H])C(O)([H])[*],,5.575187844927661,,10.1016_j.carbon.2017.04.002_part_1.txt_段1_Material1,375999.9999999998
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,4.56157836830096,,10.1016_j.compositesb.2021.109273_part_1.txt_段1_Material1,36439.99999999997
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C1=CC=C([*])N1,,7.133858125203335,,10.1016_j.compositesa.2020.105810_part_1.txt_段1_Material1,13610000.000000006
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(C#N)[*],,3.964730921053629,,10.1016_j.polymer.2020.122855_part_5.txt_段1_Material1,9219.999999999987
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(C)(C(OCCO)=O)[*],,3.6972293427597176,,10.1007_s11998-016-9906-1_part_2.txt_段1_Material1,4980.000000000001
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(C1=CC=CC=C1)[*],,6.0,,10.1002_bkcs.11696_part_1.txt_段1_Material1,1000000.0
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC([*])Cl,,6.690196080028514,,10.1016_j.pnsc.2017.06.001_part_1.txt_段1_Material1,4900000.000000002
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CCC(CCCC(CCCC(C[*])C)C)C,,6.079181246047625,,10.1016_j.triboint.2018.11.010_part_2.txt_段1_Material1,1200000.0000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CCCCOCCCCOCCCCOCCCCO[*],,4.064457989226918,,10.1016_j.porgcoat.2020.105545_part_2.txt_段1_Material1,11599.99999999999
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CCCCO[*],,3.686636269262293,,10.4236_ojopm.2016.61005_OA_part_2.txt_段1_Material1,4859.9999999999945
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC[*],,5.168939213835978,,10.5267_j.esm.2018.3.005_part_2.txt_段1_Material1,147549.99999999997
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,6.079181246047625,,10.1007_s10924-019-01623-8_part_1.txt_段1_Material1,1200000.0000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]OCC[*],,5.648360010980932,,10.1177_1099636219837701_part_1.txt_段1_Material1,445000.0000000004
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,C/C(C[*])=C/C[*],,4.57978359661681,,10.3390_molecules25010235_part_1.txt_段1_Material1,38000.0
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,6.57978359661681,,10.1177_0021998317743563_part_2.txt_段1_Material1,3800000.0
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,7.19942604159399,,10.1007_s40034-013-0019-4_part_1.txt_段1_Material1,15828000.00000001
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(N)C([*])C[*],,4.0,,10.1016_j.actbio.2021.02.018_part_3.txt_段1_Material2,10000.0
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C([*])C(C)O[*],,6.32221929473392,,10.1016_j.msec.2019.109890_part_1.txt_段1_Material1,2100000.0000000056
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(C(OC(CO[*])=O)C)=O,,5.205096047578484,,10.1002_mame.201700666_part_1.txt_段1_Material1,160360.00000000015
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(C)C(OCC(O[*])=O)=O,,6.531478917042255,,10.1155_2019_8050413_part_2.txt_段1_Material4,3400000.000000002
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(CCCCCO[*])=O,,6.079181246047625,,10.1177_155892501701200303_part_3.txt_段1_Material2,1200000.0000000007
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,5.491361693834273,,10.1007_s12221-019-1188-7_part_1.txt_段1_Material1,310000.0000000003
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CC([*])Cl,,4.892372907398436,,10.1039_c6tb01055e_part_2.txt_段1_Material1,78050.0
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CCN[*],,6.176091259055681,,10.1016_j.tibtech.2018.04.004_part_3.txt_段1_Material6,1500000.0000000005
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,4.089905111439398,,10.4028_www.scientific.net_msf.848.557_part_1.txt_段1_Material1,12300.000000000004
O=C(C(C[*])[*])N,[*]C(CCCCC(OCCCCO[*])=O)=O,,2.7481880270062,,101039_d5ta04790k_段2-4_extracted.txt_Part1_Material3,559.9999999999992
[*]OCC[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,4.778151250383644,,101016_jmtcomm2025112498_段8-10_extracted.txt_Part1_Material1,60000.00000000003
[*]CCN[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,,11.18,10.1111_j.1365-2230.2011.04331.x_part_1.txt_段1_Material1,
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,,,0.919,10.1016_j.ijbiomac.2019.06.245_part_1.txt_段1_Material1,
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(CCCCCO[*])=O,,,1.535,10.1002_mabi.201300497_10.1002_mabi.201300497_part_1.txt_段1_Material1,
[*]C(CCCCCO[*])=O,O=C(O)C([*])C[*],,,0.3781,10.1016_j.ijbiomac.2019.09.101_part_4.txt_段1_Material1,
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,,8.2277,10.1080_09205063.2021.1952383_part_1.txt_段1_Material1,
[*]C([H])([H])C(O)([H])[*],[*]C(CCCCCO[*])=O,,,5.21,10.1002_app.43309_part_1.txt_段1_Material1,
[*]O[C@H](C)CC([*])=O,[*]C(CCCCCO[*])=O,,,1.0,10.1007_s10965-010-9525-y_part_2.txt_段1_Material1,
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,,,0.95,10.1016_j.matchemphys.2017.03.051_part_5.txt_段1_Material1,
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]OCC[*],,,1.8142,10.1002_app.39611_part_2.txt_段1_Material1,
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]OCC[*],,,6.07,10.1016_j.reactfunctpolym.2019.104433_part_4.txt_段1_Material1,
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],C[Si](O[*])(C)[*],,,0.1375,10.1007_s00289-018-2666-6_part_3.txt_段1_Material1,
[*]C(C)C[*],[*]C(CCCCCO[*])=O,,,3.9,10.1002_adfm.201500105_part_1.txt_段1_Material1,
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC([*])N1CCCC1=O,,,3.408,10.1002_adv.20254_part_2.txt_段1_Material1,
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,,21.02,10.3390_polym12020372_part_2.txt_段1_Material4,
[*]OCC[*],[*]C(CCCCCO[*])=O,,,2.805,10.1016_j.jiec.2021.05.051_part_8.txt_段1_Material1,
O=C(C(C[*])[*])N,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,,1.12,10.1016_j.biomaterials.2012.06.091_part_1.txt_段1_Material1,
[*]C([H])([H])C(O)([H])[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,,10.0,10.1088_1748-6041_9_6_065002_part_1.txt_段1_Material1,
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]OCC[*],,,18.0,10.1016_j.polymertesting.2019.05.006_part_1.txt_段1_Material1,
[*]C(C)C(OCC(O[*])=O)=O,[*]C(CCCCCO[*])=O,,,12.0,10.1039_c8bm00705e_part_1.txt_段1_Material1,
[*]C(CCCCCO[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,,0.0515,10.4028_www.scientific.net_amr.879.119_part_2.txt_段1_Material1,
[*]CC(C)(C(OCCO)=O)[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,,0.9,10.1007_s00289-014-1235-x_part_2.txt_段1_Material2,
O=C(C(C[*])[*])N,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,,7.7,10.1007_s00289-014-1235-x_part_2.txt_段1_Material1,
[*]C(CCCCCO[*])=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,,1.86,10.1002_app.41653_part_2.txt_段1_Material3,
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C([H])([H])C(O)([H])[*],,,0.998,10.1088_1748-6041_9_6_065002_part_2.txt_段1_Material3,
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],C[Si](C)(C[*])O[*],,,0.073,10.1016_j.colsurfa.2020.124994_part_3.txt_段1_Material1,
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]C([H])([H])C(O)([H])[*],,,1.7,10.3390_molecules22050721_part_2.txt_段1_Material1,
OCC(OCC(COCC(CO[*])O)O)COCC(OCC(COCC(CO)O)O)COCC(COCC(CO[*])O)O,[*]OCC[*],,,9.43,使用电子束的超支化聚(缩水甘油) 聚(环氧乙烷)交联水凝胶用于组织工程支架.pdf,
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,,0.35,新型透明质酸-酪氨酸 胶原蛋白基注射水凝胶作为组织工程的软填料.pdf,
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*],,,18.0,用水溶性聚合物对胶原衍生物进行改性以开发用于控释的交联水凝胶.pdf,
[*]C(CCCCCO[*])=O,[*]OCC[*],,,7.6,用于细胞打印的高弹性可生物降解单网络水凝胶.pdf,
O=C(N)C([*])C[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,,0.23,PNIPA 水凝胶复合材料的制备和力学表征.pdf,
[*]OCC[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,,3.98,原位水诱导微相分离制备具有多重氢键互锁双连续相结构的坚韧聚氨酯水凝胶.pdf,
[*]OCC[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,,12.0,辣根过氧化物酶催化poly-PEGDMA接枝聚合制备丝胶蛋白复合水凝胶.pdf,
